CBP;DOMAIN;device;Gerät
CBP;DOMAIN;deviceLifecycle;Arbeitszyklus des Geräts
CBP;DOMAIN;deviceState;Gerätestatus
CBP;DOMAIN;deviceStates;Gerätestatus
CCR;REST;ChangeStatusConcurrentMessage;{0} hat sich seit der letzten Aktualisierung der Seite geändert.
CCR;REST;ChangeStatusConcurrentTitle;Statusänderung von ''{0}'' fehlgeschlagen.
CCR;REST;comport.inbound;Inbound
CCR;REST;comport.outbound;Outbound
CCR;REST;comserver.offline;Offline
CCR;REST;comserver.online;Online
CCR;REST;comserver.remote;Remote
CCR;REST;Debug;Fehlerbehebung
CCR;REST;EditPoolConcurrentMessage;{0} hat sich seit der letzten Aktualisierung der Seite geändert.
CCR;REST;EditPoolConcurrentTitle;Speichern von ''{0}'' fehlgeschlagen.
CCR;REST;Error;Fehler
CCR;REST;FieldRequired;Dieses Feld ist erforderlich.
CCR;REST;flowcontrol_dtr_dsr;DTR/DSR
CCR;REST;flowcontrol_none;Keine Ablaufsteuerung
CCR;REST;flowcontrol_rts_cts;RTS/CTS
CCR;REST;flowcontrol_xon_xoff;XON/XOFF
CCR;REST;Information;Information
CCR;REST;parities_even;Gerade Parität
CCR;REST;parities_mark;Mark-Parität
CCR;REST;parities_none;Keine Parität
CCR;REST;parities_odd;Ungerade Parität
CCR;REST;parities_space;Space-Parität
CCR;REST;Trace;Trace
CCR;REST;TYPE_SERIAL;SERIELL
CCR;REST;TYPE_SERVLET;SERVLET
CCR;REST;TYPE_TCP;TCP
CCR;REST;TYPE_UDP;UDP
CCR;REST;Warning;Warnung
CES;DOMAIN;anyChannelObisCodeRequiresSerialNumber;Die Seriennummer des Geräts ist erforderlich, um das x (alle Kanäle) im OBIS-Code ''{0}'' aufzulösen.
CES;DOMAIN;calendarNoLongerAllowed;Der/die Kalender ''{0}'' ist/sind nicht mehr zulässig für Gerätetyp ''{1}''
CES;DOMAIN;channel.unit.mismatch;Kanaleinheits-Inkongruenz: Das Lastprofil am Zähler mit der OBIS-Kennzahl ''{0}'' verfügt über einen Kanal ({1}) mit der Einheit ''{2}'', die für diesen Kanal konfigurierte Einheit ist jedoch ''{3}''.
CES;DOMAIN;collectedDeviceCacheForUnknownDevice;Das erfasste Geräte-Cache konnte nicht angelegt werden: Das Gerät ''{0}'' ist nicht vorhanden!
CES;DOMAIN;collectedDeviceProtocolPropertyForUnknownDevice;Protokolleigenschaft für unbekanntes Gerät
CES;DOMAIN;collectedDeviceTopologyForUnKnownDevice;Die erfasst Topologie ist für ein unbekanntes Gerät ''{0}''.
CES;DOMAIN;commandFailedDueToConnectionRelatedIssue;Die Übertragungsaufgabe ist aufgrund eines Verbindungsfehlers fehlgeschlagen: {0}
CES;DOMAIN;commandNotUnique;Es gibt bereits einen {0} Befehl in der aktuellen Root.
CES;DOMAIN;communicationFailure;Kommunikation mit dem Gerät fehlgeschlagen.
CES;DOMAIN;compositeTypeCreation;Composite-Typerstellung für die Klasse {0} fehlgeschlagen.
CES;DOMAIN;comTaskNotEnabled;Die Kommunikationstask ''{0}'' ist für die Ausführung der Konfiguration ''{1}'' an den Geräten nicht aktiviert.
CES;DOMAIN;comTaskSessionMissing;Die erwartete Sitzung für die ComTask {0} wurde im COM-Sitzungs-Shadow nicht gefunden.
CES;DOMAIN;connectionFailure;Es konnte keine Verbindung zum Gerät hergestellt werden.
CES;DOMAIN;couldNotParseObisCode;Kein gültiger OBIS-Code: {0}
CES;DOMAIN;DDC.device.cache.not.deserializable;Das Gerätecache ''{0}'' konnte nicht entserialisiert werden.
CES;DOMAIN;DDC.device.cache.not.serializable;Das Gerätecache ''{0}'' konnte nicht serialisiert werden.
CES;DOMAIN;DDC.device.discovered.deprecate.firmware;Veraltete Firmware-Version gefunden.
CES;DOMAIN;DDC.device.discovered.deprecate.was.final;Veraltete Firmware-Version ''{0}'' gefunden, die jedoch zuvor eine Endversion ''{1}'' war.
CES;DOMAIN;DDC.device.discovered.empty.was.deprecate;LEERE Firmware-Version gefunden, die jedoch zuvor eine veraltete Version ''{0}'' war.
CES;DOMAIN;DDC.device.discovered.empty.was.final;LEERE Firmware-Version gefunden, die jedoch zuvor eine Endversion ''{0}'' war.
CES;DOMAIN;DDC.device.discovered.empty.was.ghost;LEERE Firmware-Version gefunden, die jedoch zuvor eine Ghost-Version ''{0}'' war.
CES;DOMAIN;DDC.device.discovered.empty.was.test;LEERE Firmware-Version gefunden, die jedoch zuvor eine Testversion ''{0}'' war.
CES;DOMAIN;DDC.device.discovered.existing.ghost.firmware;Vorhandene Ghost-Firmware-Version ''{0}'' gefunden.
CES;DOMAIN;DDC.device.discovered.existing.ghost.was.final;Vorhandene Ghost-Firmware-Version ''{0}'' gefunden, die jedoch zuvor eine Endversion ''{1}'' war.
CES;DOMAIN;DDC.device.discovered.new.ghost.firmware;Neue Ghost-Firmware-Version ''{0}'' gefunden.
CES;DOMAIN;DDC.device.discovered.new.ghost.was.final;Neue Ghost-Firmware-Version ''{0}'' gefunden, die jedoch zuvor eine Endversion ''{1}'' war.
CES;DOMAIN;DDC.device.firmware.unknown;Unbekannter Firmware-Version-Übergang...
CES;DOMAIN;DDC.device.required;Ohne Bezug auf ein Gerät kann kein Cache angelegt werden.
CES;DOMAIN;deviceIdentifier.not.found;Es konnte kein Gerät unter der Kennung ''{0}'' gefunden werden..
CES;DOMAIN;deviceprotocol.legacy.issue;Bei der Ausführung eines früheren Protokolls ist ein Fehler aufgetreten, siehe folgende Stacktrace: {0}.
CES;DOMAIN;deviceprotocol.protocol.issue;Bei der Ausführung des Protokolls ist ein Fehler aufgetreten: {0}.
CES;DOMAIN;disconnectFailed;Die Trennung der Verbindung ist fehlgeschlagen: {0}
CES;DOMAIN;duplicateFound;Es wurde ein Duplikat ''{0}'' gefunden, jedoch wurde ein eindeutiges Ergebnis für ''{1}'' erwartet
CES;DOMAIN;failedToFetchDeviceForSecSet;Fehler beim Abrufen des Geräts mit den Sicherheiteigenschaften {0}.
CES;DOMAIN;illegalCommand;Der Befehl {0} ist nicht zulässig für {1}.
CES;DOMAIN;incorrectNbrOfComTasks;Fehlerhafte Anzahl an VorbereitetenComTaskAusführungen. {0} erwartet, jedoch {1} erhalten
